,Unnamed: 0,_id,tranco_url,browser_url,meets_criteria,nr_preloads,preloads,nr_dns_prefetches,dns_prefetches,nr_preconnects,preconnects,headers_contain_preloads_or_hints,link_headers,source,nr_resource_hints
1400,1400,60c8f2db07a8f8569b021d65,aljazeera.com,http://aljazeera.com,True,22,"['<link as=""style"" data-chunk=""containers-home-page-index"" href=""/static/css/containers-home-page-index~f71cff67.e88cb8a0.chunk.css"" rel=""preload""/>', '<link as=""style"" data-chunk=""main"" href=""/static/css/main~748942c6.0db21d14.chunk.css"" rel=""preload""/>', '<link as=""style"" data-chunk=""main"" href=""/static/css/vendor~main~203e0718.bb59309b.chunk.css"" rel=""preload""/>', '<link as=""style"" data-chunk=""main"" href=""/static/css/vendor~main~6e8b5f81.d51f328f.chunk.css"" rel=""preload""/>', '<link as=""script"" data-chunk=""main"" href=""/static/js/runtime~main.74f57185.js"" rel=""preload""/>', '<link as=""script"" data-chunk=""main"" href=""/static/js/react~main~253ae210.b5c29e9e.chunk.js"" rel=""preload""/>', '<link as=""script"" data-chunk=""main"" href=""/static/js/vendor~main~253ae210.38ab524d.chunk.js"" rel=""preload""/>', '<link as=""script"" data-chunk=""main"" href=""/static/js/vendor~main~6e8b5f81.d2d9de27.chunk.js"" rel=""preload""/>', '<link as=""script"" data-chunk=""main"" href=""/static/js/vendor~main~e8aca3a8.9f97b373.chunk.js"" rel=""preload""/>', '<link as=""script"" data-chunk=""main"" href=""/static/js/vendor~main~203e0718.b5190e89.chunk.js"" rel=""preload""/>', '<link as=""script"" data-chunk=""main"" href=""/static/js/main~748942c6.85330a72.chunk.js"" rel=""preload""/>', '<link as=""script"" data-chunk=""containers-home-page-index"" href=""/static/js/containers-home-page-index~f71cff67.82a3f10f.chunk.js"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Black.51db4691.woff"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Black.d8e97377.woff2"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Bold.52bb58c8.woff2"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Bold.d0cc855e.woff"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Light.56ecfc67.woff2"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Light.f4b08b5a.woff"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Medium.15431381.woff2"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Medium.3d9446f2.woff"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Regular.c5bf51b6.woff2"" rel=""preload""/>', '<link as=""font"" crossorigin=""anonymous"" href=""/static/media/Roboto-Regular.d679a906.woff"" rel=""preload""/>']",54,"['<link href=""//analytics.twitter.com"" rel=""dns-prefetch""/>', '<link href=""https://platform.twitter.com"" rel=""dns-prefetch""/>', '<link href=""//csi.gstatic.com"" rel=""dns-prefetch""/>', '<link href=""//players.brightcove.net"" rel=""dns-prefetch""/>', '<link href=""https://www.googletagservices.com"" rel=""dns-prefetch""/>', '<link href=""https://www.google.com"" rel=""dns-prefetch""/>', '<link href=""https://fonts.gstatic.com"" rel=""dns-prefetch""/>', '<link href=""https://www.google-analytics.com"" rel=""dns-prefetch""/>', '<link href=""https://googlesyndication.com"" rel=""dns-prefetch""/>', '<link href=""https://tpc.googlesyndication.com"" rel=""dns-prefetch""/>', '<link href=""https://pagead2.googlesyndication.com"" rel=""dns-prefetch""/>', '<link href=""https://www.googletagmanager.com"" rel=""dns-prefetch""/>', '<link href=""//mab.chartbeat.com"" rel=""dns-prefetch""/>', '<link href=""//static.chartbeat.com"" rel=""dns-prefetch""/>', '<link href=""https://ping.chartbeat.net"" rel=""dns-prefetch""/>', '<link href=""https://tru.am"" rel=""dns-prefetch""/>', '<link href=""https://cdn.ampproject.org"" rel=""dns-prefetch""/>', '<link href=""https://api.ipdata.co"" rel=""dns-prefetch""/>', '<link href=""//pro.ip-api.com"" rel=""dns-prefetch""/>', '<link href=""//rss.art19.com"" rel=""dns-prefetch""/>', '<link href=""https://bat.bing.com"" rel=""dns-prefetch""/>', '<link href=""https://t.co"" rel=""dns-prefetch""/>', '<link href=""https://ads.yieldmo.com"" rel=""dns-prefetch""/>', '<link href=""https://ap.lijit.com"" rel=""dns-prefetch""/>', '<link href=""https://c.pub.network"" rel=""dns-prefetch""/>', '<link href=""https://prebid-web.pub.network"" rel=""dns-prefetch""/>', '<link href=""https://tlx.3lift.com"" rel=""dns-prefetch""/>', '<link href=""https://ib.adnxs.com"" rel=""dns-prefetch""/>', '<link href=""https://criteo.net"" rel=""dns-prefetch""/>', '<link href=""https://static.criteo.net"" rel=""dns-prefetch""/>', '<link href=""https://bidder.criteo.com"" rel=""dns-prefetch""/>', '<link href=""https://bh.contextweb.com"" rel=""dns-prefetch""/>', '<link href=""https://sync.serverbid.com"" rel=""dns-prefetch""/>', '<link href=""https://serverbid-sync.nyc3.cdn.digitaloceanspaces.com"" rel=""dns-prefetch""/>', '<link href=""https://pixel.rubiconproject.com"" rel=""dns-prefetch""/>', '<link href=""https://pixel.quantserve.com"" rel=""dns-prefetch""/>', '<link href=""https://prebid.adnxs.com"" rel=""dns-prefetch""/>', '<link href=""https://hbx.media.net"" rel=""dns-prefetch""/>', '<link href=""https://id.rlcdn.com"" rel=""dns-prefetch""/>', '<link href=""https://s.go-mpulse.net"" rel=""dns-prefetch""/>', '<link href=""https://securepubads.g.doubleclick.net"" rel=""dns-prefetch""/>', '<link href=""https://prebid.pub.network"" rel=""dns-prefetch""/>', '<link href=""http://edge.quantserve.com"" rel=""dns-prefetch""/>', '<link href=""https://a.pub.network"" rel=""dns-prefetch""/>', '<link href=""https://e.infogram.com"" rel=""dns-prefetch""/>', '<link href=""https://az416426.vo.msecnd.net"" rel=""dns-prefetch""/>', '<link href=""https://connect.facebook.net"" rel=""dns-prefetch""/>', '<link href=""https://fastlane.rubiconproject.com"" rel=""dns-prefetch""/>', '<link href=""https://htlb.casalemedia.com"" rel=""dns-prefetch""/>', '<link href=""https://adserver-us.adtech.advertising.com"" rel=""dns-prefetch""/>', '<link href=""https://btlr.sharethrough.com"" rel=""dns-prefetch""/>', '<link href=""https://c.amazon-adsystem.com"" rel=""dns-prefetch""/>', '<link href=""https://bam.nr-data.net"" rel=""dns-prefetch""/>', '<link href=""https://dc.services.visualstudio.com"" rel=""dns-prefetch""/>']",109,"['<link href=""http://tags.aljazeera.com"" rel=""preconnect""/>', '<link href=""//analytics.twitter.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""//analytics.twitter.com"" rel=""preconnect""/>', '<link href=""https://platform.twitter.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://platform.twitter.com"" rel=""preconnect""/>', '<link href=""//csi.gstatic.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""//csi.gstatic.com"" rel=""preconnect""/>', '<link href=""//players.brightcove.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""//players.brightcove.net"" rel=""preconnect""/>', '<link href=""https://www.googletagservices.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.googletagservices.com"" rel=""preconnect""/>', '<link href=""https://www.google.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.google.com"" rel=""preconnect""/>', '<link href=""https://fonts.gstatic.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://fonts.gstatic.com"" rel=""preconnect""/>', '<link href=""https://www.google-analytics.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.google-analytics.com"" rel=""preconnect""/>', '<link href=""https://googlesyndication.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://googlesyndication.com"" rel=""preconnect""/>', '<link href=""https://tpc.googlesyndication.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://tpc.googlesyndication.com"" rel=""preconnect""/>', '<link href=""https://pagead2.googlesyndication.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://pagead2.googlesyndication.com"" rel=""preconnect""/>', '<link href=""https://www.googletagmanager.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.googletagmanager.com"" rel=""preconnect""/>', '<link href=""//mab.chartbeat.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""//mab.chartbeat.com"" rel=""preconnect""/>', '<link href=""//static.chartbeat.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""//static.chartbeat.com"" rel=""preconnect""/>', '<link href=""https://ping.chartbeat.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ping.chartbeat.net"" rel=""preconnect""/>', '<link href=""https://tru.am"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://tru.am"" rel=""preconnect""/>', '<link href=""https://cdn.ampproject.org"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://cdn.ampproject.org"" rel=""preconnect""/>', '<link href=""https://api.ipdata.co"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://api.ipdata.co"" rel=""preconnect""/>', '<link href=""//pro.ip-api.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""//pro.ip-api.com"" rel=""preconnect""/>', '<link href=""//rss.art19.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""//rss.art19.com"" rel=""preconnect""/>', '<link href=""https://bat.bing.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://bat.bing.com"" rel=""preconnect""/>', '<link href=""https://t.co"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://t.co"" rel=""preconnect""/>', '<link href=""https://ads.yieldmo.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ads.yieldmo.com"" rel=""preconnect""/>', '<link href=""https://ap.lijit.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ap.lijit.com"" rel=""preconnect""/>', '<link href=""https://c.pub.network"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://c.pub.network"" rel=""preconnect""/>', '<link href=""https://prebid-web.pub.network"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://prebid-web.pub.network"" rel=""preconnect""/>', '<link href=""https://tlx.3lift.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://tlx.3lift.com"" rel=""preconnect""/>', '<link href=""https://ib.adnxs.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ib.adnxs.com"" rel=""preconnect""/>', '<link href=""https://criteo.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://criteo.net"" rel=""preconnect""/>', '<link href=""https://static.criteo.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://static.criteo.net"" rel=""preconnect""/>', '<link href=""https://bidder.criteo.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://bidder.criteo.com"" rel=""preconnect""/>', '<link href=""https://bh.contextweb.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://bh.contextweb.com"" rel=""preconnect""/>', '<link href=""https://sync.serverbid.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://sync.serverbid.com"" rel=""preconnect""/>', '<link href=""https://serverbid-sync.nyc3.cdn.digitaloceanspaces.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://serverbid-sync.nyc3.cdn.digitaloceanspaces.com"" rel=""preconnect""/>', '<link href=""https://pixel.rubiconproject.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://pixel.rubiconproject.com"" rel=""preconnect""/>', '<link href=""https://pixel.quantserve.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://pixel.quantserve.com"" rel=""preconnect""/>', '<link href=""https://prebid.adnxs.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://prebid.adnxs.com"" rel=""preconnect""/>', '<link href=""https://hbx.media.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://hbx.media.net"" rel=""preconnect""/>', '<link href=""https://id.rlcdn.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://id.rlcdn.com"" rel=""preconnect""/>', '<link href=""https://s.go-mpulse.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://s.go-mpulse.net"" rel=""preconnect""/>', '<link href=""https://securepubads.g.doubleclick.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://securepubads.g.doubleclick.net"" rel=""preconnect""/>', '<link href=""https://prebid.pub.network"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://prebid.pub.network"" rel=""preconnect""/>', '<link href=""http://edge.quantserve.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""http://edge.quantserve.com"" rel=""preconnect""/>', '<link href=""https://a.pub.network"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://a.pub.network"" rel=""preconnect""/>', '<link href=""https://e.infogram.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://e.infogram.com"" rel=""preconnect""/>', '<link href=""https://az416426.vo.msecnd.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://az416426.vo.msecnd.net"" rel=""preconnect""/>', '<link href=""https://connect.facebook.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://connect.facebook.net"" rel=""preconnect""/>', '<link href=""https://fastlane.rubiconproject.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://fastlane.rubiconproject.com"" rel=""preconnect""/>', '<link href=""https://htlb.casalemedia.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://htlb.casalemedia.com"" rel=""preconnect""/>', '<link href=""https://adserver-us.adtech.advertising.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://adserver-us.adtech.advertising.com"" rel=""preconnect""/>', '<link href=""https://btlr.sharethrough.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://btlr.sharethrough.com"" rel=""preconnect""/>', '<link href=""https://c.amazon-adsystem.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://c.amazon-adsystem.com"" rel=""preconnect""/>', '<link href=""https://bam.nr-data.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://bam.nr-data.net"" rel=""preconnect""/>', '<link href=""https://dc.services.visualstudio.com"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://dc.services.visualstudio.com"" rel=""preconnect""/>']",False,,top1000,163
1935,1935,60c90d3007a8f8569b0228b1,eluniversal.com.mx,http://eluniversal.com.mx,True,3,"['<link href=""https://fonts.googleapis.com/&amp;display=swap"" rel=""preload""/>', '<link href=""https://fonts.gstatic.com/&amp;display=swap"" rel=""preload""/>', '<link as=""font"" crossorigin="""" href=""https://fonts.googleapis.com/css?family=Work+Sans:200,300,400,500,600,700,800,900&amp;display=swap"" rel=""preload""/>']",70,"['<link href=""https://use.fontawesome.com/"" rel=""dns-prefetch""/>', '<link href=""https://fonts.googleapis.com/"" rel=""dns-prefetch""/>', '<link href=""https://cdnjs.cloudflare.com/"" rel=""dns-prefetch""/>', '<link href=""https://cdn.taboola.com/"" rel=""dns-prefetch""/>', '<link href=""https://sb.scorecardresearch.com/"" rel=""dns-prefetch""/>', '<link href=""https://a.teads.tv/"" rel=""dns-prefetch""/>', '<link href=""https://tags.bkrtx.com/"" rel=""dns-prefetch""/>', '<link href=""https://news.files.bbci.co.uk/"" rel=""dns-prefetch""/>', '<link href=""https://platform.twitter.com/"" rel=""dns-prefetch""/>', '<link href=""https://config.seedtag.com/"" rel=""dns-prefetch""/>', '<link href=""https://middycdn-a.akamaihd.net/"" rel=""dns-prefetch""/>', '<link href=""https://api.eluniversal.com.mx/"" rel=""dns-prefetch""/>', '<link href=""https://www.google.com/"" rel=""dns-prefetch""/>', '<link href=""https://fonts.gstatic.com/&amp;display=swap"" rel=""dns-prefetch""/>', '<link href=""https://eluniversal.pressreader.com/"" rel=""dns-prefetch""/>', '<link href=""https://micuenta.eluniversal.com.mx/"" rel=""dns-prefetch""/>', '<link href=""https://www.avisooportuno.mx/"" rel=""dns-prefetch""/>', '<link href=""https://www.gstatic.com/"" rel=""dns-prefetch""/>', '<link href=""https://ajax.googleapis.com/"" rel=""dns-prefetch""/>', '<link href=""https://www.eluniversalvideo.com.mx/"" rel=""dns-prefetch""/>', '<link href=""https://s7.addthis.com/"" rel=""dns-prefetch""/>', '<link href=""https://newsletter.eluniversal.com.mx/"" rel=""dns-prefetch""/>', '<link href=""https://static.chartbeat.com/"" rel=""dns-prefetch""/>', '<link href=""https://www.googletagservices.com/"" rel=""dns-prefetch""/>', '<link href=""https://www.google-analytics.com/"" rel=""dns-prefetch""/>', '<link href=""https://widget.perfectmarket.com/"" rel=""dns-prefetch""/>', '<link href=""https://d.turn.com/"" rel=""dns-prefetch""/>', '<link href=""https://prebid-us.creativecdn.com/"" rel=""dns-prefetch""/>', '<link href=""https://cds.taboola.com/"" rel=""dns-prefetch""/>', '<link href=""https://optimized-by.rubiconproject.com/"" rel=""dns-prefetch""/>', '<link href=""https://token.rubiconproject.com/"" rel=""dns-prefetch""/>', '<link href=""https://dmp.adform.net/"" rel=""dns-prefetch""/>', '<link href=""https://e.dlx.addthis.com/"" rel=""dns-prefetch""/>', '<link href=""https://pub.admanmedia.com/"" rel=""dns-prefetch""/>', '<link href=""https://x.dlx.addthis.com/"" rel=""dns-prefetch""/>', '<link href=""https://pre.ads.justpremium.com/"" rel=""dns-prefetch""/>', '<link href=""https://dpm.demdex.net/"" rel=""dns-prefetch""/>', '<link href=""https://tag.crsspxl.com/"" rel=""dns-prefetch""/>', '<link href=""https://eluniversalmx.sc.omtrdc.net/"" rel=""dns-prefetch""/>', '<link href=""https://ps.eyeota.net"" rel=""dns-prefetch""/>', '<link href=""https://a.audrte.com/"" rel=""dns-prefetch""/>', '<link href=""https://ap.lijit.com/"" rel=""dns-prefetch""/>', '<link href=""https://eb2.3lift.com/"" rel=""dns-prefetch""/>', '<link href=""https://ib.adnxs.com/"" rel=""dns-prefetch""/>', '<link href=""https://in.xspadvertising.com/"" rel=""dns-prefetch""/>', '<link href=""https://match.adsrvr.org/"" rel=""dns-prefetch""/>', '<link href=""https://sync.crwdcntrl.net/"" rel=""dns-prefetch""/>', '<link href=""https://ads.us.e-planning.net/"" rel=""dns-prefetch""/>', '<link href=""https://i.ytimg.com/"" rel=""dns-prefetch""/>', '<link href=""https://segments.delidatax.net/"" rel=""dns-prefetch""/>', '<link href=""https://adserver-us.adtech.advertising.com/"" rel=""dns-prefetch""/>', '<link href=""https://acdn.adnxs.com/"" rel=""dns-prefetch""/>', '<link href=""https://aa.agkn.com/"" rel=""dns-prefetch""/>', '<link href=""https://www.facebook.com/"" rel=""dns-prefetch""/>', '<link href=""https://encrypted-tbn1.gstatic.com/"" rel=""dns-prefetch""/>', '<link href=""https://tpc.googlesyndication.com/"" rel=""dns-prefetch""/>', '<link href=""https://securepubads.g.doubleclick.net/"" rel=""dns-prefetch""/>', '<link href=""https://dmp.truoptik.com/"" rel=""dns-prefetch""/>', '<link href=""https://r7---sn-0opoxu-hxmzy.googlevideo.com/"" rel=""dns-prefetch""/>', '<link href=""https://ads.rubiconproject.com/"" rel=""dns-prefetch""/>', '<link href=""https://s.e-planning.net/"" rel=""dns-prefetch""/>', '<link href=""https://www.google.com/"" rel=""dns-prefetch""/>', '<link href=""https://ad.doubleclick.net/"" rel=""dns-prefetch""/>', '<link href=""https://encrypted-tbn0.gstatic.com/"" rel=""dns-prefetch""/>', '<link href=""https://adservice.google.com.mx/"" rel=""dns-prefetch""/>', '<link href=""https://adservice.google.com/"" rel=""dns-prefetch""/>', '<link href=""https://pagead2.googlesyndication.com/"" rel=""dns-prefetch""/>', '<link href=""https://s0.2mdn.net/"" rel=""dns-prefetch""/>', '<link href=""https://api2.eluniversal.com.mx/"" rel=""dns-prefetch""/>', '<link href=""https://code.createjs.com/"" rel=""dns-prefetch""/>']",70,"['<link crossorigin="""" href=""https://use.fontawesome.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://fonts.googleapis.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://cdnjs.cloudflare.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://cdn.taboola.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://sb.scorecardresearch.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://a.teads.tv/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://tags.bkrtx.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://news.files.bbci.co.uk/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://platform.twitter.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://config.seedtag.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://middycdn-a.akamaihd.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://api.eluniversal.com.mx/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.google.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://fonts.gstatic.com/&amp;display=swap"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://eluniversal.pressreader.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://micuenta.eluniversal.com.mx/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.avisooportuno.mx/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.gstatic.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ajax.googleapis.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.eluniversalvideo.com.mx/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://s7.addthis.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://newsletter.eluniversal.com.mx/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://static.chartbeat.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.googletagservices.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.google-analytics.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://widget.perfectmarket.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://d.turn.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://prebid-us.creativecdn.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://cds.taboola.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://optimized-by.rubiconproject.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://token.rubiconproject.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://dmp.adform.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://e.dlx.addthis.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://pub.admanmedia.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://x.dlx.addthis.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://pre.ads.justpremium.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://dpm.demdex.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://tag.crsspxl.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://eluniversalmx.sc.omtrdc.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ps.eyeota.net"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://a.audrte.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ap.lijit.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://eb2.3lift.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ib.adnxs.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://in.xspadvertising.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://match.adsrvr.org/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://sync.crwdcntrl.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ads.us.e-planning.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://i.ytimg.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://segments.delidatax.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://adserver-us.adtech.advertising.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://acdn.adnxs.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://aa.agkn.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.facebook.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://encrypted-tbn1.gstatic.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://tpc.googlesyndication.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://securepubads.g.doubleclick.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://dmp.truoptik.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://r7---sn-0opoxu-hxmzy.googlevideo.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ads.rubiconproject.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://s.e-planning.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://www.google.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://ad.doubleclick.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://encrypted-tbn0.gstatic.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://adservice.google.com.mx/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://adservice.google.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://pagead2.googlesyndication.com/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://s0.2mdn.net/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://api2.eluniversal.com.mx/"" rel=""preconnect""/>', '<link crossorigin="""" href=""https://code.createjs.com/"" rel=""preconnect""/>']",False,,top1000,140
