device,subject,browser,run,energy_joules,duration_ms,error_flag
nexus5x,westernunion-com-noremovehints,chrome,1,29.32604131044967,13244,False
nexus5x,westernunion-com-noremovehints,chrome,2,26.852974578024266,11815,False
nexus5x,westernunion-com-noremovehints,chrome,3,27.675665488360753,11731,False
nexus5x,westernunion-com-noremovehints,chrome,4,26.46812718233543,11689,False
nexus5x,westernunion-com-noremovehints,chrome,5,26.222546712403574,11834,False
nexus5x,tebasnan-com-noremovehints,chrome,1,16.386616122136328,8600,False
nexus5x,tebasnan-com-noremovehints,chrome,2,15.610783155676726,6258,False
nexus5x,tebasnan-com-noremovehints,chrome,3,15.289466257214565,6170,False
nexus5x,tebasnan-com-noremovehints,chrome,4,18.28083129501799,7361,False
nexus5x,tebasnan-com-noremovehints,chrome,5,16.519794586963023,8175,False
nexus5x,caribbean-beat-com-removehints,chrome,1,12.762483519085105,8191,False
nexus5x,caribbean-beat-com-removehints,chrome,2,16.203335390528483,8779,False
nexus5x,caribbean-beat-com-removehints,chrome,3,14.989558596413822,7839,False
nexus5x,caribbean-beat-com-removehints,chrome,4,16.452804319071333,8659,False
nexus5x,caribbean-beat-com-removehints,chrome,5,15.770633492822697,8671,False
nexus5x,home-pl-removehints,chrome,1,26.09088027902033,11740,False
nexus5x,home-pl-removehints,chrome,2,28.86509816930693,12658,False
nexus5x,home-pl-removehints,chrome,3,27.73414094896217,12252,False
nexus5x,home-pl-removehints,chrome,4,27.71030125025989,12057,False
nexus5x,home-pl-removehints,chrome,5,25.105602961412394,14832,False
nexus5x,beautydea-it-removehints,chrome,1,13.306967094852233,8108,False
nexus5x,beautydea-it-removehints,chrome,2,12.652505882589715,7798,False
nexus5x,beautydea-it-removehints,chrome,3,13.588833291475725,8879,False
nexus5x,beautydea-it-removehints,chrome,4,13.157506161079377,7846,False
nexus5x,beautydea-it-removehints,chrome,5,13.590111825391249,8407,False
nexus5x,nwsource-com-removehints,chrome,1,22.824045165339253,12917,False
nexus5x,nwsource-com-removehints,chrome,2,21.95302792226194,12819,False
nexus5x,nwsource-com-removehints,chrome,3,26.784241080595184,14183,False
nexus5x,nwsource-com-removehints,chrome,4,26.733512587236913,13449,False
nexus5x,nwsource-com-removehints,chrome,5,23.31318907333229,10601,False
nexus5x,berlinomagazine-com-removehints,chrome,1,16.05838062927035,8955,False
nexus5x,berlinomagazine-com-removehints,chrome,2,17.87397665315275,11145,False
nexus5x,berlinomagazine-com-removehints,chrome,3,16.864934599555383,10148,False
nexus5x,berlinomagazine-com-removehints,chrome,4,20.22782575985957,10838,False
nexus5x,berlinomagazine-com-removehints,chrome,5,15.01590970762301,8567,False
nexus5x,multimetertools-com-removehints,chrome,1,13.920751380644822,5974,False
nexus5x,multimetertools-com-removehints,chrome,2,13.640434651313134,5905,False
nexus5x,multimetertools-com-removehints,chrome,3,13.29073507690329,6378,False
nexus5x,multimetertools-com-removehints,chrome,4,12.123654998962396,5807,False
nexus5x,multimetertools-com-removehints,chrome,5,12.71884046038534,6197,False
nexus5x,skynewsarabia-com-noremovehints,chrome,1,28.708284683226843,13431,False
nexus5x,skynewsarabia-com-noremovehints,chrome,2,29.222872335087285,13518,False
nexus5x,skynewsarabia-com-noremovehints,chrome,3,28.220121719574202,13411,False
nexus5x,skynewsarabia-com-noremovehints,chrome,4,28.34366642852335,14036,False
nexus5x,skynewsarabia-com-noremovehints,chrome,5,21.914831396283986,13041,False
nexus5x,tebasnan-com-removehints,chrome,1,14.945115630434481,5790,False
nexus5x,tebasnan-com-removehints,chrome,2,13.256649459417588,6987,False
nexus5x,tebasnan-com-removehints,chrome,3,16.00587073544624,6060,False
nexus5x,tebasnan-com-removehints,chrome,4,13.501967236522713,6735,False
nexus5x,tebasnan-com-removehints,chrome,5,15.251572064403888,6488,False
nexus5x,braunshop-co-uk-removehints,chrome,1,14.801881644554449,6423,False
nexus5x,braunshop-co-uk-removehints,chrome,2,13.830082286964904,6208,False
nexus5x,braunshop-co-uk-removehints,chrome,3,12.70044662772967,5308,False
nexus5x,braunshop-co-uk-removehints,chrome,4,12.132599818329785,6581,False
nexus5x,braunshop-co-uk-removehints,chrome,5,14.362945512905235,6545,False
nexus5x,stern-de-noremovehints,chrome,1,21.093144920651543,11119,False
nexus5x,stern-de-noremovehints,chrome,2,21.426214552409476,11013,False
nexus5x,stern-de-noremovehints,chrome,3,20.419662795389183,10617,False
nexus5x,stern-de-noremovehints,chrome,4,20.880507753389136,9920,False
nexus5x,stern-de-noremovehints,chrome,5,21.198716876184275,10126,False
nexus5x,marketwatch-com-removehints,chrome,1,25.366451006442706,10549,False
nexus5x,marketwatch-com-removehints,chrome,2,28.276402280382925,12768,False
nexus5x,marketwatch-com-removehints,chrome,3,26.221543446300657,12662,False
nexus5x,marketwatch-com-removehints,chrome,4,26.356718866001312,11353,False
nexus5x,marketwatch-com-removehints,chrome,5,25.9456355870792,12505,False
nexus5x,ecomputertips-com-removehints,chrome,1,14.553259948285168,7147,False
nexus5x,ecomputertips-com-removehints,chrome,2,15.714389815305074,6927,False
nexus5x,ecomputertips-com-removehints,chrome,3,15.659155912994644,7064,False
nexus5x,ecomputertips-com-removehints,chrome,4,15.303118676979372,7027,False
nexus5x,ecomputertips-com-removehints,chrome,5,13.92087474235784,6553,False
nexus5x,opumo-net-noremovehints,chrome,1,15.965943341821447,10335,False
nexus5x,opumo-net-noremovehints,chrome,2,15.645024568908825,9895,False
nexus5x,opumo-net-noremovehints,chrome,3,13.300639117763062,10388,False
nexus5x,opumo-net-noremovehints,chrome,5,15.122431186972028,9134,False
nexus5x,opumo-net-noremovehints,chrome,4,16.61868546410869,11222,False
nexus5x,jezebel-com-removehints,chrome,1,34.70104733660623,16236,False
nexus5x,jezebel-com-removehints,chrome,2,31.82494199972404,17917,False
nexus5x,jezebel-com-removehints,chrome,3,34.467539948572416,15971,False
nexus5x,jezebel-com-removehints,chrome,4,34.947897609588516,15063,False
nexus5x,jezebel-com-removehints,chrome,5,28.72890651606562,16596,False
nexus5x,dictionary-com-removehints,chrome,1,20.756136439643136,9144,False
nexus5x,dictionary-com-removehints,chrome,2,22.069544321262583,8828,False
nexus5x,dictionary-com-removehints,chrome,3,23.561105476750594,9034,False
nexus5x,dictionary-com-removehints,chrome,4,20.284311430031313,8699,False
nexus5x,dictionary-com-removehints,chrome,5,21.839665660007125,8545,False
nexus5x,simplylakita-com-removehints,chrome,1,8.312235376736028,4583,False
nexus5x,simplylakita-com-removehints,chrome,2,8.267158395664614,4562,False
nexus5x,simplylakita-com-removehints,chrome,3,9.177985980196686,4610,False
nexus5x,simplylakita-com-removehints,chrome,4,8.278378174501597,4796,False
nexus5x,simplylakita-com-removehints,chrome,5,7.907640296978999,4818,False
nexus5x,beautydea-it-noremovehints,chrome,1,13.825483382918526,8437,False
nexus5x,beautydea-it-noremovehints,chrome,2,13.08205484589511,8544,False
nexus5x,beautydea-it-noremovehints,chrome,3,12.104268650701508,7945,False
nexus5x,beautydea-it-noremovehints,chrome,4,13.761874887587387,9447,False
nexus5x,beautydea-it-noremovehints,chrome,5,12.735575677706482,7878,False
nexus5x,ncaa-com-removehints,chrome,1,40.53053135036603,18979,False
nexus5x,ncaa-com-removehints,chrome,2,39.726502763736555,19254,False
nexus5x,ncaa-com-removehints,chrome,3,39.31877782344342,18076,False
nexus5x,ncaa-com-removehints,chrome,4,51.941604179389,26916,False
nexus5x,ncaa-com-removehints,chrome,5,36.665884462001024,20061,False
nexus5x,axomjobs-in-noremovehints,chrome,1,15.585548354830136,6627,False
nexus5x,axomjobs-in-noremovehints,chrome,2,14.181898984814493,6059,False
nexus5x,axomjobs-in-noremovehints,chrome,3,15.876017501860838,6176,False
nexus5x,axomjobs-in-noremovehints,chrome,4,14.414035478209485,5911,False
nexus5x,axomjobs-in-noremovehints,chrome,5,15.464641969447483,6019,False
nexus5x,skynewsarabia-com-removehints,chrome,1,31.231685376170635,14222,False
nexus5x,skynewsarabia-com-removehints,chrome,2,26.975944612711732,12665,False
nexus5x,skynewsarabia-com-removehints,chrome,3,28.069741123884675,11951,False
nexus5x,skynewsarabia-com-removehints,chrome,4,26.27565802490442,12352,False
nexus5x,skynewsarabia-com-removehints,chrome,5,28.79271274024542,12586,False
nexus5x,jezebel-com-noremovehints,chrome,1,36.72959799515648,17017,False
nexus5x,jezebel-com-noremovehints,chrome,2,34.90147728760036,15322,False
nexus5x,jezebel-com-noremovehints,chrome,3,32.441488756666836,13751,False
nexus5x,jezebel-com-noremovehints,chrome,5,29.220068827447253,15903,False
nexus5x,jezebel-com-noremovehints,chrome,4,37.92969093868207,20751,False
nexus5x,ecomputertips-com-noremovehints,chrome,1,16.28292471835608,8196,False
nexus5x,ecomputertips-com-noremovehints,chrome,2,15.392597930381699,7727,False
nexus5x,ecomputertips-com-noremovehints,chrome,3,15.685184758029779,7561,False
nexus5x,ecomputertips-com-noremovehints,chrome,4,15.406123747341956,7857,False
nexus5x,ecomputertips-com-noremovehints,chrome,5,13.63603369178398,7958,False
nexus5x,thefreelancemovement-com-noremovehints,chrome,1,16.713343853077756,9622,False
nexus5x,thefreelancemovement-com-noremovehints,chrome,2,15.78207890780397,8247,False
nexus5x,thefreelancemovement-com-noremovehints,chrome,3,17.320499592436054,7814,False
nexus5x,thefreelancemovement-com-noremovehints,chrome,4,17.831884072709194,7536,False
nexus5x,thefreelancemovement-com-noremovehints,chrome,5,20.148793930538584,11028,False
nexus5x,dallasnews-com-noremovehints,chrome,1,49.97826092821228,24436,False
nexus5x,dallasnews-com-noremovehints,chrome,2,63.57722875678249,31060,False
nexus5x,dallasnews-com-noremovehints,chrome,3,47.585844371186134,21147,False
nexus5x,dallasnews-com-noremovehints,chrome,4,49.17157095466565,23724,False
nexus5x,dallasnews-com-noremovehints,chrome,5,47.779739840275255,21931,False
nexus5x,express-co-uk-removehints,chrome,1,24.62453329426274,10630,False
nexus5x,express-co-uk-removehints,chrome,2,22.55619493571603,9612,False
nexus5x,express-co-uk-removehints,chrome,3,19.56368949333034,10257,False
nexus5x,express-co-uk-removehints,chrome,4,20.36639334569189,8442,False
nexus5x,express-co-uk-removehints,chrome,5,21.139232131966146,8983,False
nexus5x,dictionary-com-noremovehints,chrome,1,23.770460258830404,10169,False
nexus5x,dictionary-com-noremovehints,chrome,2,20.86786780739515,9619,False
nexus5x,dictionary-com-noremovehints,chrome,3,21.552791280731963,9146,False
nexus5x,dictionary-com-noremovehints,chrome,4,22.91861965528183,8644,False
nexus5x,dictionary-com-noremovehints,chrome,5,22.06495375985942,9151,False
nexus5x,express-co-uk-noremovehints,chrome,1,23.063761851572274,11113,False
nexus5x,express-co-uk-noremovehints,chrome,2,21.174109567757995,9489,False
nexus5x,express-co-uk-noremovehints,chrome,3,21.213680181126797,11460,False
nexus5x,express-co-uk-noremovehints,chrome,4,21.573098292412165,9751,False
nexus5x,express-co-uk-noremovehints,chrome,5,24.189118532656902,10540,False
nexus5x,dell-com-noremovehints,chrome,1,16.70105476691136,8852,False
nexus5x,dell-com-noremovehints,chrome,2,14.689537485494245,6721,False
nexus5x,dell-com-noremovehints,chrome,3,13.608914244150002,6613,False
nexus5x,dell-com-noremovehints,chrome,5,15.080927997374703,7337,False
nexus5x,dell-com-noremovehints,chrome,4,14.964422840747982,6489,False
nexus5x,timesofmalta-com-removehints,chrome,1,18.45643222528022,9643,False
nexus5x,timesofmalta-com-removehints,chrome,2,20.38589920382087,8945,False
nexus5x,timesofmalta-com-removehints,chrome,3,20.233626072335305,9271,False
nexus5x,timesofmalta-com-removehints,chrome,4,21.97561194668074,16371,False
nexus5x,timesofmalta-com-removehints,chrome,5,22.606856402528237,9827,False
nexus5x,gardeninglovy-com-removehints,chrome,1,14.57347359607351,7003,False
nexus5x,gardeninglovy-com-removehints,chrome,2,12.91920102678114,6436,False
nexus5x,gardeninglovy-com-removehints,chrome,3,16.163342133943154,11446,False
nexus5x,gardeninglovy-com-removehints,chrome,5,10.968133481881738,7139,False
nexus5x,gardeninglovy-com-removehints,chrome,4,13.54008789530108,6697,False
nexus5x,dallasnews-com-removehints,chrome,1,47.56149287366647,21027,False
nexus5x,dallasnews-com-removehints,chrome,2,49.93135139803816,20912,False
nexus5x,dallasnews-com-removehints,chrome,3,42.969549493542175,23646,False
nexus5x,dallasnews-com-removehints,chrome,4,47.87385371816108,33125,False
nexus5x,dallasnews-com-removehints,chrome,5,47.023950266289496,20337,False
nexus5x,freeagent-com-removehints,chrome,1,10.168221807119108,5597,False
nexus5x,freeagent-com-removehints,chrome,2,10.854178643733155,5754,False
nexus5x,freeagent-com-removehints,chrome,3,12.179875673717573,8053,False
nexus5x,freeagent-com-removehints,chrome,4,10.727586239817004,5975,False
nexus5x,freeagent-com-removehints,chrome,5,10.455955229990565,5954,False
nexus5x,crawleynews-co-uk-removehints,chrome,1,28.813949259178603,14579,False
nexus5x,crawleynews-co-uk-removehints,chrome,2,30.947826486330264,14596,False
nexus5x,crawleynews-co-uk-removehints,chrome,3,31.05365505249946,15270,False
nexus5x,crawleynews-co-uk-removehints,chrome,5,25.897830500525718,15409,False
nexus5x,crawleynews-co-uk-removehints,chrome,4,33.047467534303344,16625,False
nexus5x,teleseryeonline-su-removehints,chrome,1,6.78310699762581,3161,False
nexus5x,teleseryeonline-su-removehints,chrome,2,7.528542321970698,3112,False
nexus5x,teleseryeonline-su-removehints,chrome,3,7.929743681811189,3323,False
nexus5x,teleseryeonline-su-removehints,chrome,4,7.0767892336624385,3228,False
nexus5x,teleseryeonline-su-removehints,chrome,5,6.265515492147434,3056,False
nexus5x,dell-com-removehints,chrome,1,13.371294856029214,6016,False
nexus5x,dell-com-removehints,chrome,2,14.522644034316796,6186,False
nexus5x,dell-com-removehints,chrome,3,14.750213024108083,7315,False
nexus5x,dell-com-removehints,chrome,4,14.380075185612052,6158,False
nexus5x,dell-com-removehints,chrome,5,13.45177746300452,6242,False
nexus5x,nwsource-com-noremovehints,chrome,1,23.692718335399846,12567,False
nexus5x,nwsource-com-noremovehints,chrome,2,26.444335609304698,12318,False
nexus5x,nwsource-com-noremovehints,chrome,3,25.454934834858804,13220,False
nexus5x,nwsource-com-noremovehints,chrome,4,26.567403866172594,12549,False
nexus5x,nwsource-com-noremovehints,chrome,5,26.263682233057263,12705,False
nexus5x,iamvenezuela-com-noremovehints,chrome,1,22.896710652259856,10471,False
nexus5x,iamvenezuela-com-noremovehints,chrome,2,24.883431601490578,11489,False
nexus5x,iamvenezuela-com-noremovehints,chrome,4,21.741284610868775,10761,False
nexus5x,iamvenezuela-com-noremovehints,chrome,5,22.101495184660582,9746,False
nexus5x,iamvenezuela-com-noremovehints,chrome,3,23.538966998990116,10282,False
nexus5x,vivahr-com-removehints,chrome,1,9.893057616623354,3977,False
nexus5x,vivahr-com-removehints,chrome,3,7.936828772353209,5179,False
nexus5x,vivahr-com-removehints,chrome,4,9.198989456579609,4124,False
nexus5x,vivahr-com-removehints,chrome,5,7.557727771126525,4598,False
nexus5x,vivahr-com-removehints,chrome,2,9.717100873600636,4990,False
nexus5x,writeawriting-com-removehints,chrome,1,18.11124101909737,8403,False
nexus5x,writeawriting-com-removehints,chrome,2,15.266120147968582,9599,False
nexus5x,writeawriting-com-removehints,chrome,3,19.218583925300994,10122,False
nexus5x,writeawriting-com-removehints,chrome,4,17.535417145150337,8438,False
nexus5x,writeawriting-com-removehints,chrome,5,17.226031184473097,8856,False
nexus5x,nationalreview-com-removehints,chrome,1,33.49378349346901,17461,False
nexus5x,nationalreview-com-removehints,chrome,2,45.089704450095574,30597,False
nexus5x,nationalreview-com-removehints,chrome,3,34.50661965469305,22755,False
nexus5x,nationalreview-com-removehints,chrome,4,41.71962284370484,24847,False
nexus5x,nationalreview-com-removehints,chrome,5,35.04210063022767,18134,False
nexus5x,braunshop-co-uk-noremovehints,chrome,1,14.769481488160446,7335,False
nexus5x,braunshop-co-uk-noremovehints,chrome,2,14.575997965493366,5970,False
nexus5x,braunshop-co-uk-noremovehints,chrome,3,14.764270035631384,6027,False
nexus5x,braunshop-co-uk-noremovehints,chrome,4,12.052099339530619,6989,False
nexus5x,braunshop-co-uk-noremovehints,chrome,5,13.14801039865874,6143,False
nexus5x,berlinomagazine-com-noremovehints,chrome,1,18.087119055424473,11411,False
nexus5x,berlinomagazine-com-noremovehints,chrome,2,16.6589762673612,9594,False
nexus5x,berlinomagazine-com-noremovehints,chrome,3,14.592499731731364,10612,False
nexus5x,berlinomagazine-com-noremovehints,chrome,4,16.2347494959478,9941,False
nexus5x,berlinomagazine-com-noremovehints,chrome,5,16.71242313653925,10096,False
nexus5x,creativebloq-com-noremovehints,chrome,1,21.582710432227923,10721,False
nexus5x,creativebloq-com-noremovehints,chrome,2,19.936608224501832,8895,False
nexus5x,creativebloq-com-noremovehints,chrome,3,17.566500716365752,8626,False
nexus5x,creativebloq-com-noremovehints,chrome,4,14.965065641056823,6950,False
nexus5x,creativebloq-com-noremovehints,chrome,5,17.037269090220033,7438,False
nexus5x,writeawriting-com-noremovehints,chrome,1,17.70361404167986,8671,False
nexus5x,writeawriting-com-noremovehints,chrome,2,18.052259901171837,8629,False
nexus5x,writeawriting-com-noremovehints,chrome,3,17.062301328839634,8416,False
nexus5x,writeawriting-com-noremovehints,chrome,4,17.811571432378322,8557,False
nexus5x,writeawriting-com-noremovehints,chrome,5,15.84508271845819,9862,False
nexus5x,lululemon-com-noremovehints,chrome,1,32.89512635231931,13542,False
nexus5x,lululemon-com-noremovehints,chrome,2,36.98380673067471,14507,False
nexus5x,lululemon-com-noremovehints,chrome,3,33.68852247422952,13727,False
nexus5x,lululemon-com-noremovehints,chrome,4,35.48942547009562,13858,False
nexus5x,lululemon-com-noremovehints,chrome,5,36.28879463502719,14297,False
nexus5x,nationalreview-com-noremovehints,chrome,1,38.72054544029975,22982,False
nexus5x,nationalreview-com-noremovehints,chrome,2,37.88164634470726,21759,False
nexus5x,nationalreview-com-noremovehints,chrome,3,43.431561146918256,29205,False
nexus5x,nationalreview-com-noremovehints,chrome,4,40.30344513064792,21546,False
nexus5x,nationalreview-com-noremovehints,chrome,5,38.717773075603674,21456,False
nexus5x,gettersiida-net-noremovehints,chrome,1,20.821410797846724,9859,False
nexus5x,gettersiida-net-noremovehints,chrome,2,21.93446433361382,10832,False
nexus5x,gettersiida-net-noremovehints,chrome,3,20.455627838884144,9837,False
nexus5x,gettersiida-net-noremovehints,chrome,4,20.079181111295863,9376,False
nexus5x,gettersiida-net-noremovehints,chrome,5,19.790670040959814,9506,False
nexus5x,timesofmalta-com-noremovehints,chrome,1,29.0246750364936,16673,False
nexus5x,timesofmalta-com-noremovehints,chrome,2,22.602042185753344,9584,False
nexus5x,timesofmalta-com-noremovehints,chrome,3,22.781663008200606,9661,False
nexus5x,timesofmalta-com-noremovehints,chrome,4,23.215342590356364,9839,False
nexus5x,timesofmalta-com-noremovehints,chrome,5,22.829596480079182,9589,False
nexus5x,foundationfairy-com-removehints,chrome,1,12.914666747342972,7207,False
nexus5x,foundationfairy-com-removehints,chrome,2,14.377007550415085,7490,False
nexus5x,foundationfairy-com-removehints,chrome,3,12.494391751770062,7224,False
nexus5x,foundationfairy-com-removehints,chrome,4,19.33225647715809,8189,False
nexus5x,foundationfairy-com-removehints,chrome,5,13.092892828384036,7226,False
nexus5x,tnscolaire-com-noremovehints,chrome,1,12.498718253907303,5112,False
nexus5x,tnscolaire-com-noremovehints,chrome,2,12.809047079297295,4894,False
nexus5x,tnscolaire-com-noremovehints,chrome,3,12.3960507203973,5064,False
nexus5x,tnscolaire-com-noremovehints,chrome,4,11.730319680245607,5003,False
nexus5x,tnscolaire-com-noremovehints,chrome,5,11.63702053179855,4877,False
nexus5x,ncaa-com-noremovehints,chrome,1,40.45907810807192,18922,False
nexus5x,ncaa-com-noremovehints,chrome,2,41.423434784198825,19307,False
nexus5x,ncaa-com-noremovehints,chrome,3,52.817208059415876,28648,False
nexus5x,ncaa-com-noremovehints,chrome,4,41.17788399580174,20263,False
nexus5x,ncaa-com-noremovehints,chrome,5,41.203893230208166,19884,False
nexus5x,teleseryeonline-su-noremovehints,chrome,1,9.01004629327669,3917,False
nexus5x,teleseryeonline-su-noremovehints,chrome,2,6.239433260829782,3871,False
nexus5x,teleseryeonline-su-noremovehints,chrome,3,6.00423199464712,3673,False
nexus5x,teleseryeonline-su-noremovehints,chrome,4,7.473734225479646,3238,False
nexus5x,teleseryeonline-su-noremovehints,chrome,5,10.022650519097397,4787,False
nexus5x,manchestereveningnews-co-uk-removehints,chrome,1,38.71100700421587,18073,False
nexus5x,manchestereveningnews-co-uk-removehints,chrome,2,40.91892810622648,19987,False
nexus5x,manchestereveningnews-co-uk-removehints,chrome,3,33.891092154076276,19452,False
nexus5x,manchestereveningnews-co-uk-removehints,chrome,4,39.67204344221038,19471,False
nexus5x,manchestereveningnews-co-uk-removehints,chrome,5,29.85755547684105,13679,False
nexus5x,axomjobs-in-removehints,chrome,1,13.328838391288537,6325,False
nexus5x,axomjobs-in-removehints,chrome,2,15.55100314501116,6977,False
nexus5x,axomjobs-in-removehints,chrome,3,16.144408880652268,5814,False
nexus5x,axomjobs-in-removehints,chrome,4,13.21726347864412,5592,False
nexus5x,axomjobs-in-removehints,chrome,5,13.421655627824023,5312,False
nexus5x,westernunion-com-removehints,chrome,1,24.94791403274538,10712,False
nexus5x,westernunion-com-removehints,chrome,2,25.54311200796397,11313,False
nexus5x,westernunion-com-removehints,chrome,3,24.976332395789136,10213,False
nexus5x,westernunion-com-removehints,chrome,4,27.43171696175186,11421,False
nexus5x,westernunion-com-removehints,chrome,5,24.01057370175429,10822,False
nexus5x,simplylakita-com-noremovehints,chrome,1,8.679949218785323,4800,False
nexus5x,simplylakita-com-noremovehints,chrome,2,8.685592497500805,4501,False
nexus5x,simplylakita-com-noremovehints,chrome,3,8.551803490385772,4481,False
nexus5x,simplylakita-com-noremovehints,chrome,4,7.1571162889291635,4625,False
nexus5x,simplylakita-com-noremovehints,chrome,5,10.729100528273767,4931,False
nexus5x,foundationfairy-com-noremovehints,chrome,1,14.620666838133168,8973,False
nexus5x,foundationfairy-com-noremovehints,chrome,2,14.92503963019199,8580,False
nexus5x,foundationfairy-com-noremovehints,chrome,3,15.084051140593628,8595,False
nexus5x,foundationfairy-com-noremovehints,chrome,4,13.331997976180753,9514,False
