run,device,subject,browser,plt
1,nexus5x,axomjobs-in-removehints,chrome,4209
1,nexus5x,dell-com-removehints,chrome,4318
1,nexus5x,berlinomagazine-com-noremovehints,chrome,9664
2,nexus5x,therecipespk-com-noremovehints,chrome,3346
3,nexus5x,dictionary-com-removehints,chrome,7273
3,nexus5x,ecomputertips-com-noremovehints,chrome,5939
4,nexus5x,dictionary-com-removehints,chrome,7071
2,nexus5x,dell-com-removehints,chrome,4360
3,nexus5x,dell-com-removehints,chrome,5695
3,nexus5x,variety-com-noremovehints,chrome,8111
1,nexus5x,multimetertools-com-removehints,chrome,4462
4,nexus5x,stern-de-removehints,chrome,7953
3,nexus5x,westernunion-com-noremovehints,chrome,9899
1,nexus5x,ecomputertips-com-removehints,chrome,5570
3,nexus5x,crawleynews-co-uk-noremovehints,chrome,11591
2,nexus5x,jezebel-com-noremovehints,chrome,13689
2,nexus5x,westernunion-com-removehints,chrome,9406
3,nexus5x,therecipespk-com-removehints,chrome,3399
2,nexus5x,manchestereveningnews-co-uk-removehints,chrome,17855
4,nexus5x,vivahr-com-removehints,chrome,2166
2,nexus5x,stern-de-noremovehints,chrome,9379
3,nexus5x,marketwatch-com-removehints,chrome,10771
2,nexus5x,vivahr-com-noremovehints,chrome,2615
2,nexus5x,axomjobs-in-noremovehints,chrome,4462
1,nexus5x,crawleynews-co-uk-removehints,chrome,12652
3,nexus5x,gardeninglovy-com-noremovehints,chrome,6096
3,nexus5x,creativebloq-com-removehints,chrome,5808
2,nexus5x,nwsource-com-removehints,chrome,10776
2,nexus5x,axomjobs-in-removehints,chrome,5370
3,nexus5x,lululemon-com-removehints,chrome,11991
1,nexus5x,simplylakita-com-removehints,chrome,3001
3,nexus5x,freeagent-com-noremovehints,chrome,6113
2,nexus5x,skynewsarabia-com-removehints,chrome,10729
1,nexus5x,teleseryeonline-su-removehints,chrome,1620
1,nexus5x,gettersiida-net-noremovehints,chrome,8098
2,nexus5x,dallasnews-com-removehints,chrome,19064
1,nexus5x,home-pl-noremovehints,chrome,12621
2,nexus5x,gettersiida-net-removehints,chrome,8261
1,nexus5x,tebasnan-com-removehints,chrome,4311
2,nexus5x,freeagent-com-removehints,chrome,4272
2,nexus5x,variety-com-removehints,chrome,7487
4,nexus5x,marketwatch-com-removehints,chrome,9426
1,nexus5x,home-pl-removehints,chrome,10023
1,nexus5x,express-co-uk-removehints,chrome,7646
3,nexus5x,freeagent-com-removehints,chrome,6312
4,nexus5x,creativebloq-com-removehints,chrome,6533
3,nexus5x,iamvenezuela-com-noremovehints,chrome,8469
3,nexus5x,nwsource-com-removehints,chrome,12347
3,nexus5x,therecipespk-com-noremovehints,chrome,4134
4,nexus5x,thefreelancemovement-com-removehints,chrome,6595
2,nexus5x,braunshop-co-uk-noremovehints,chrome,3688
4,nexus5x,nwsource-com-removehints,chrome,11631
3,nexus5x,marketwatch-com-noremovehints,chrome,8900
2,nexus5x,ecomputertips-com-removehints,chrome,5308
5,nexus5x,thefreelancemovement-com-removehints,chrome,6080
2,nexus5x,writeawriting-com-noremovehints,chrome,6988
2,nexus5x,timesofmalta-com-removehints,chrome,7194
3,nexus5x,thefreelancemovement-com-noremovehints,chrome,6157
3,nexus5x,lululemon-com-noremovehints,chrome,11824
4,nexus5x,therecipespk-com-noremovehints,chrome,4982
3,nexus5x,beautydea-it-noremovehints,chrome,6334
3,nexus5x,tnscolaire-com-noremovehints,chrome,3658
1,nexus5x,braunshop-co-uk-removehints,chrome,4774
3,nexus5x,ecomputertips-com-removehints,chrome,5354
2,nexus5x,teleseryeonline-su-removehints,chrome,1613
3,nexus5x,variety-com-removehints,chrome,8380
4,nexus5x,lululemon-com-removehints,chrome,10112
2,nexus5x,beautydea-it-removehints,chrome,6222
4,nexus5x,freeagent-com-removehints,chrome,4383
3,nexus5x,simplylakita-com-noremovehints,chrome,2907
2,nexus5x,home-pl-noremovehints,chrome,11599
2,nexus5x,creativebloq-com-noremovehints,chrome,6984
4,nexus5x,crawleynews-co-uk-noremovehints,chrome,12248
4,nexus5x,variety-com-noremovehints,chrome,10119
4,nexus5x,westernunion-com-noremovehints,chrome,10023
3,nexus5x,westernunion-com-removehints,chrome,8719
2,nexus5x,berlinomagazine-com-noremovehints,chrome,8062
4,nexus5x,marketwatch-com-noremovehints,chrome,10431
3,nexus5x,timesofmalta-com-removehints,chrome,7562
3,nexus5x,home-pl-noremovehints,chrome,9331
3,nexus5x,beautydea-it-removehints,chrome,6717
3,nexus5x,dictionary-com-noremovehints,chrome,7375
2,nexus5x,dell-com-noremovehints,chrome,5010
2,nexus5x,foundationfairy-com-noremovehints,chrome,6819
3,nexus5x,foundationfairy-com-removehints,chrome,5640
3,nexus5x,gettersiida-net-removehints,chrome,7186
4,nexus5x,home-pl-noremovehints,chrome,10269
3,nexus5x,axomjobs-in-noremovehints,chrome,4124
2,nexus5x,express-co-uk-removehints,chrome,7905
2,nexus5x,crawleynews-co-uk-removehints,chrome,12842
3,nexus5x,stern-de-noremovehints,chrome,8938
2,nexus5x,braunshop-co-uk-removehints,chrome,3510
4,nexus5x,tnscolaire-com-noremovehints,chrome,3346
4,nexus5x,skynewsarabia-com-noremovehints,chrome,12025
4,nexus5x,beautydea-it-removehints,chrome,6213
3,nexus5x,creativebloq-com-noremovehints,chrome,6308
1,nexus5x,ncaa-com-removehints,chrome,15799
3,nexus5x,jezebel-com-noremovehints,chrome,11805
3,nexus5x,braunshop-co-uk-noremovehints,chrome,3657
3,nexus5x,teleseryeonline-su-removehints,chrome,1592
5,nexus5x,home-pl-noremovehints,chrome,11036
3,nexus5x,writeawriting-com-removehints,chrome,8665
4,nexus5x,axomjobs-in-noremovehints,chrome,4185
1,nexus5x,iamvenezuela-com-removehints,chrome,8192
5,nexus5x,skynewsarabia-com-noremovehints,chrome,11224
2,nexus5x,gettersiida-net-noremovehints,chrome,9007
3,nexus5x,vivahr-com-noremovehints,chrome,2732
4,nexus5x,gardeninglovy-com-noremovehints,chrome,5772
3,nexus5x,axomjobs-in-removehints,chrome,4130
3,nexus5x,multimetertools-com-noremovehints,chrome,4226
2,nexus5x,tebasnan-com-removehints,chrome,5071
3,nexus5x,dallasnews-com-removehints,chrome,21780
3,nexus5x,express-co-uk-removehints,chrome,8137
4,nexus5x,dallasnews-com-removehints,chrome,31124
4,nexus5x,freeagent-com-noremovehints,chrome,7947
5,nexus5x,marketwatch-com-noremovehints,chrome,10454
3,nexus5x,teleseryeonline-su-noremovehints,chrome,1824
3,nexus5x,berlinomagazine-com-noremovehints,chrome,8385
4,nexus5x,timesofmalta-com-removehints,chrome,14339
5,nexus5x,variety-com-noremovehints,chrome,12675
3,nexus5x,opumo-net-noremovehints,chrome,8250
3,nexus5x,manchestereveningnews-co-uk-removehints,chrome,17320
4,nexus5x,braunshop-co-uk-noremovehints,chrome,4433
2,nexus5x,multimetertools-com-removehints,chrome,4334
3,nexus5x,braunshop-co-uk-removehints,chrome,3356
5,nexus5x,marketwatch-com-removehints,chrome,10659
4,nexus5x,beautydea-it-noremovehints,chrome,7658
5,nexus5x,freeagent-com-noremovehints,chrome,6599
4,nexus5x,dell-com-removehints,chrome,4333
2,nexus5x,iamvenezuela-com-removehints,chrome,8652
3,nexus5x,timesofmalta-com-noremovehints,chrome,7908
4,nexus5x,iamvenezuela-com-noremovehints,chrome,9194
4,nexus5x,westernunion-com-removehints,chrome,9493
4,nexus5x,manchestereveningnews-co-uk-noremovehints,chrome,16773
2,nexus5x,ncaa-com-removehints,chrome,17348
2,nexus5x,nationalreview-com-noremovehints,chrome,19808
4,nexus5x,variety-com-removehints,chrome,9493
5,nexus5x,therecipespk-com-noremovehints,chrome,3404
2,nexus5x,nwsource-com-noremovehints,chrome,10772
4,nexus5x,lululemon-com-noremovehints,chrome,11925
4,nexus5x,teleseryeonline-su-noremovehints,chrome,1682
3,nexus5x,skynewsarabia-com-removehints,chrome,10121
4,nexus5x,foundationfairy-com-removehints,chrome,6318
3,nexus5x,iamvenezuela-com-removehints,chrome,7824
2,nexus5x,caribbean-beat-com-noremovehints,chrome,5547
2,nexus5x,home-pl-removehints,chrome,10656
4,nexus5x,iamvenezuela-com-removehints,chrome,7641
3,nexus5x,tebasnan-com-noremovehints,chrome,4487
4,nexus5x,opumo-net-removehints,chrome,5054
4,nexus5x,therecipespk-com-removehints,chrome,3676
4,nexus5x,ecomputertips-com-noremovehints,chrome,6262
2,nexus5x,ncaa-com-noremovehints,chrome,17489
5,nexus5x,westernunion-com-noremovehints,chrome,10078
5,nexus5x,iamvenezuela-com-removehints,chrome,8121
5,nexus5x,foundationfairy-com-removehints,chrome,5553
2,nexus5x,caribbean-beat-com-removehints,chrome,7076
3,nexus5x,multimetertools-com-removehints,chrome,4645
3,nexus5x,gettersiida-net-noremovehints,chrome,8161
4,nexus5x,multimetertools-com-removehints,chrome,4259
3,nexus5x,tnscolaire-com-removehints,chrome,3591
3,nexus5x,caribbean-beat-com-noremovehints,chrome,5276
3,nexus5x,ncaa-com-noremovehints,chrome,26948
5,nexus5x,creativebloq-com-removehints,chrome,5414
5,nexus5x,beautydea-it-removehints,chrome,6669
4,nexus5x,manchestereveningnews-co-uk-removehints,chrome,17707
2,nexus5x,simplylakita-com-removehints,chrome,2955
3,nexus5x,writeawriting-com-noremovehints,chrome,6786
4,nexus5x,axomjobs-in-removehints,chrome,4031
3,nexus5x,foundationfairy-com-noremovehints,chrome,6828
3,nexus5x,dell-com-noremovehints,chrome,4976
4,nexus5x,ncaa-com-noremovehints,chrome,18365
4,nexus5x,caribbean-beat-com-noremovehints,chrome,5634
5,nexus5x,iamvenezuela-com-noremovehints,chrome,7893
4,nexus5x,dictionary-com-noremovehints,chrome,7053
3,nexus5x,nwsource-com-noremovehints,chrome,11376
3,nexus5x,dallasnews-com-noremovehints,chrome,19459
3,nexus5x,caribbean-beat-com-removehints,chrome,6104
2,nexus5x,berlinomagazine-com-removehints,chrome,9139
3,nexus5x,ncaa-com-removehints,chrome,16095
3,nexus5x,jezebel-com-removehints,chrome,14096
5,nexus5x,tnscolaire-com-noremovehints,chrome,3192
5,nexus5x,therecipespk-com-removehints,chrome,4673
3,nexus5x,simplylakita-com-removehints,chrome,3094
4,nexus5x,nwsource-com-noremovehints,chrome,10730
4,nexus5x,ecomputertips-com-removehints,chrome,5413
4,nexus5x,express-co-uk-noremovehints,chrome,7935
5,nexus5x,multimetertools-com-removehints,chrome,4459
4,nexus5x,vivahr-com-noremovehints,chrome,2701
4,nexus5x,timesofmalta-com-noremovehints,chrome,8074
5,nexus5x,westernunion-com-removehints,chrome,9037
3,nexus5x,tebasnan-com-removehints,chrome,4547
5,nexus5x,gardeninglovy-com-noremovehints,chrome,6007
5,nexus5x,variety-com-removehints,chrome,11746
4,nexus5x,skynewsarabia-com-removehints,chrome,10348
5,nexus5x,crawleynews-co-uk-noremovehints,chrome,12402
4,nexus5x,tebasnan-com-noremovehints,chrome,5413
5,nexus5x,axomjobs-in-noremovehints,chrome,4258
5,nexus5x,dictionary-com-noremovehints,chrome,7567
4,nexus5x,berlinomagazine-com-noremovehints,chrome,8351
4,nexus5x,ncaa-com-removehints,chrome,25035
5,nexus5x,teleseryeonline-su-noremovehints,chrome,1523
5,nexus5x,vivahr-com-noremovehints,chrome,2349
4,nexus5x,creativebloq-com-noremovehints,chrome,5244
5,nexus5x,dallasnews-com-removehints,chrome,18347
4,nexus5x,simplylakita-com-noremovehints,chrome,2835
4,nexus5x,braunshop-co-uk-removehints,chrome,3997
5,nexus5x,ncaa-com-noremovehints,chrome,18205
4,nexus5x,tnscolaire-com-removehints,chrome,3719
5,nexus5x,vivahr-com-removehints,chrome,2725
5,nexus5x,ecomputertips-com-noremovehints,chrome,6080
4,nexus5x,tebasnan-com-removehints,chrome,5030
5,nexus5x,timesofmalta-com-removehints,chrome,8092
4,nexus5x,simplylakita-com-removehints,chrome,3145
4,nexus5x,dallasnews-com-noremovehints,chrome,21887
4,nexus5x,writeawriting-com-noremovehints,chrome,7010
4,nexus5x,dell-com-noremovehints,chrome,4862
4,nexus5x,gettersiida-net-noremovehints,chrome,7715
4,nexus5x,caribbean-beat-com-removehints,chrome,6698
5,nexus5x,caribbean-beat-com-noremovehints,chrome,7178
4,nexus5x,gardeninglovy-com-removehints,chrome,5033
4,nexus5x,opumo-net-noremovehints,chrome,9278
4,nexus5x,gettersiida-net-removehints,chrome,7243
5,nexus5x,skynewsarabia-com-removehints,chrome,10510
4,nexus5x,writeawriting-com-removehints,chrome,6667
4,nexus5x,multimetertools-com-noremovehints,chrome,4460
4,nexus5x,express-co-uk-removehints,chrome,7000
5,nexus5x,opumo-net-noremovehints,chrome,7387
4,nexus5x,thefreelancemovement-com-noremovehints,chrome,5847
4,nexus5x,teleseryeonline-su-removehints,chrome,1572
3,nexus5x,crawleynews-co-uk-removehints,chrome,13290
5,nexus5x,manchestereveningnews-co-uk-removehints,chrome,12026
5,nexus5x,freeagent-com-removehints,chrome,4271
5,nexus5x,nwsource-com-removehints,chrome,7762
4,nexus5x,stern-de-noremovehints,chrome,8308
4,nexus5x,crawleynews-co-uk-removehints,chrome,14740
5,nexus5x,beautydea-it-noremovehints,chrome,6172
3,nexus5x,nationalreview-com-noremovehints,chrome,27541
5,nexus5x,simplylakita-com-noremovehints,chrome,3263
3,nexus5x,home-pl-removehints,chrome,10671
5,nexus5x,tebasnan-com-noremovehints,chrome,6457
5,nexus5x,lululemon-com-removehints,chrome,10513
5,nexus5x,berlinomagazine-com-noremovehints,chrome,8420
3,nexus5x,berlinomagazine-com-removehints,chrome,8469
4,nexus5x,jezebel-com-removehints,chrome,13056
5,nexus5x,dictionary-com-removehints,chrome,6982
5,nexus5x,express-co-uk-noremovehints,chrome,8848
5,nexus5x,express-co-uk-removehints,chrome,7192
5,nexus5x,creativebloq-com-noremovehints,chrome,5756
4,nexus5x,jezebel-com-noremovehints,chrome,19129
5,nexus5x,axomjobs-in-removehints,chrome,3530
5,nexus5x,dell-com-noremovehints,chrome,5566
4,nexus5x,home-pl-removehints,chrome,10120
5,nexus5x,dell-com-removehints,chrome,4626
5,nexus5x,opumo-net-removehints,chrome,4616
5,nexus5x,tebasnan-com-removehints,chrome,4811
5,nexus5x,stern-de-noremovehints,chrome,8307
4,nexus5x,nationalreview-com-noremovehints,chrome,19748
5,nexus5x,caribbean-beat-com-removehints,chrome,6825
5,nexus5x,nwsource-com-noremovehints,chrome,11059
5,nexus5x,multimetertools-com-noremovehints,chrome,4399
4,nexus5x,berlinomagazine-com-removehints,chrome,9025
5,nexus5x,gettersiida-net-removehints,chrome,7691
5,nexus5x,ecomputertips-com-removehints,chrome,4984
5,nexus5x,home-pl-removehints,chrome,12519
5,nexus5x,writeawriting-com-noremovehints,chrome,8041
5,nexus5x,crawleynews-co-uk-removehints,chrome,13328
5,nexus5x,jezebel-com-noremovehints,chrome,13953
5,nexus5x,writeawriting-com-removehints,chrome,7067
5,nexus5x,braunshop-co-uk-noremovehints,chrome,4000
5,nexus5x,teleseryeonline-su-removehints,chrome,1564
5,nexus5x,manchestereveningnews-co-uk-noremovehints,chrome,16849
5,nexus5x,tnscolaire-com-removehints,chrome,3825
5,nexus5x,simplylakita-com-removehints,chrome,2903
5,nexus5x,lululemon-com-noremovehints,chrome,12552
5,nexus5x,nationalreview-com-removehints,chrome,15834
5,nexus5x,berlinomagazine-com-removehints,chrome,7066
5,nexus5x,thefreelancemovement-com-noremovehints,chrome,9332
5,nexus5x,stern-de-removehints,chrome,7406
5,nexus5x,dallasnews-com-noremovehints,chrome,20199
4,nexus5x,foundationfairy-com-noremovehints,chrome,7491
5,nexus5x,gardeninglovy-com-removehints,chrome,5149
5,nexus5x,foundationfairy-com-noremovehints,chrome,7203
5,nexus5x,jezebel-com-removehints,chrome,14549
5,nexus5x,braunshop-co-uk-removehints,chrome,3935
5,nexus5x,ncaa-com-removehints,chrome,17983
5,nexus5x,nationalreview-com-noremovehints,chrome,19606
5,nexus5x,gettersiida-net-noremovehints,chrome,7284
5,nexus5x,timesofmalta-com-noremovehints,chrome,8038
